id,name,parent_id,description,active
1f3875bd-d648-4051-9acc-fa0d1e6f4f9a,Stock Photo Request,2e3a9b29-39ec-4cca-9d25-603c376aa3f3,Subcategory for Stock Photo Request,True
bdb1f48d-8641-4bf0-b628-5108c0ee276a,Photo Selection,2e3a9b29-39ec-4cca-9d25-603c376aa3f3,Subcategory for Photo Selection,True
c72473bd-f701-45b1-8b45-3432d47db8bd,Photo Archive Access,2e3a9b29-39ec-4cca-9d25-603c376aa3f3,Subcategory for Photo Archive Access,True
32b53d0a-b07d-4192-b753-3d4a8bc827d4,Podcast Recording,6e263e20-5b89-4c83-9528-17343766d515,Subcategory for Podcast Recording,True
4fd4d599-1087-4edd-b8f6-b3a0ee8c481b,Audio Editing,6e263e20-5b89-4c83-9528-17343766d515,Subcategory for Audio Editing,True
3ea3fc5a-dbef-4bfc-9c7f-564324de090f,Voiceover Recording,6e263e20-5b89-4c83-9528-17343766d515,Subcategory for Voiceover Recording,True
257f10f8-8f10-4406-8f17-d84a2ee324b0,Sound Design,6e263e20-5b89-4c83-9528-17343766d515,Subcategory for Sound Design,True
af03e862-ac6b-4f53-899d-221c5d49308f,Music Licensing,6e263e20-5b89-4c83-9528-17343766d515,Subcategory for Music Licensing,True
2af38c2b-13bb-434d-bb6e-58153e82e958,Audio Transcription,6e263e20-5b89-4c83-9528-17343766d515,Subcategory for Audio Transcription,True
3ed3faa0-468c-4fb9-9217-205f53020188,Podcast Distribution,6e263e20-5b89-4c83-9528-17343766d515,Subcategory for Podcast Distribution,True
e70f6867-af0e-4f50-b7a3-fa32424be250,Audio Format Conversion,6e263e20-5b89-4c83-9528-17343766d515,Subcategory for Audio Format Conversion,True
ee1aba42-5e6c-44b2-bb17-250a193aeafa,New Listing Setup,5820a855-88f6-4146-8372-03e267a53142,Subcategory for New Listing Setup,True
6b028a85-d0b8-4db1-ac95-66551f430bf1,Listing Photos Request,5820a855-88f6-4146-8372-03e267a53142,Subcategory for Listing Photos Request,True
69cddc8f-322c-4193-b6c9-846244389e4e,Listing Video Request,5820a855-88f6-4146-8372-03e267a53142,Subcategory for Listing Video Request,True
31e14a25-87ea-40c1-b12c-c515a641d40a,Virtual Tour Setup,5820a855-88f6-4146-8372-03e267a53142,Subcategory for Virtual Tour Setup,True
53fbaacf-07eb-4542-87de-98f83193ccab,3D Tour/Matterport,5820a855-88f6-4146-8372-03e267a53142,Subcategory for 3D Tour/Matterport,True
65e63c42-beff-454e-a550-f219799ffcbf,Listing Description,5820a855-88f6-4146-8372-03e267a53142,Subcategory for Listing Description,True
68269fa5-6a64-4cf9-9d55-057d152f1023,MLS Upload,5820a855-88f6-4146-8372-03e267a53142,Subcategory for MLS Upload,True
680bee89-dc9a-4faf-902d-3a6f15c349f1,Listing Update,5820a855-88f6-4146-8372-03e267a53142,Subcategory for Listing Update,True
5c67a9bd-7cb4-49e8-bce2-c4841e27b548,Price Change Request,5820a855-88f6-4146-8372-03e267a53142,Subcategory for Price Change Request,True
33bd65cc-171b-4ef3-8c31-0d2c291064f0,Listing Status Change,5820a855-88f6-4146-8372-03e267a53142,Subcategory for Listing Status Change,True
7e0b4621-f476-44a5-bdd6-e106cd9f51af,Coming Soon Setup,5820a855-88f6-4146-8372-03e267a53142,Subcategory for Coming Soon Setup,True
91745aac-bc75-4f3a-b0b5-6d0c9e39b008,Pocket Listing Setup,5820a855-88f6-4146-8372-03e267a53142,Subcategory for Pocket Listing Setup,True
64bcc5a0-94de-4572-96f1-8faaa97c7a85,Showing Request,09f3a427-17f0-4462-b6b7-ad42c083467b,Subcategory for Showing Request,True
f7f3b8bd-60fb-49b7-b407-a2c5e75bef31,Open House Setup,09f3a427-17f0-4462-b6b7-ad42c083467b,Subcategory for Open House Setup,True
09410d68-e7da-4939-b9d5-25b6958202ac,Open House Materials,09f3a427-17f0-4462-b6b7-ad42c083467b,Subcategory for Open House Materials,True
63d0d556-3c4e-471d-a39e-dc4b7baf2f22,Buyer Presentation,09f3a427-17f0-4462-b6b7-ad42c083467b,Subcategory for Buyer Presentation,True
a60b2206-2af6-4e09-9579-317ba5cd0114,Seller Presentation,09f3a427-17f0-4462-b6b7-ad42c083467b,Subcategory for Seller Presentation,True
a2277c77-8dfd-4072-9026-28f5093273f2,CMA Request,09f3a427-17f0-4462-b6b7-ad42c083467b,Subcategory for CMA Request,True
71f1a535-f454-48d5-a5b0-19e1cc77742e,Market Analysis,09f3a427-17f0-4462-b6b7-ad42c083467b,Subcategory for Market Analysis,True
8f6ccb01-6076-4239-97a5-dda16a53f1a3,Offer Preparation,09f3a427-17f0-4462-b6b7-ad42c083467b,Subcategory for Offer Preparation,True
bff3d150-5af9-465d-b45d-eee2ea8d341b,Counter Offer Support,09f3a427-17f0-4462-b6b7-ad42c083467b,Subcategory for Counter Offer Support,True
cb22b579-e039-4583-9b9f-d7c24109d2b3,Contract Review Support,09f3a427-17f0-4462-b6b7-ad42c083467b,Subcategory for Contract Review Support,True
d43bfb3b-df57-422e-9866-46a9e8594441,Closing Coordination,09f3a427-17f0-4462-b6b7-ad42c083467b,Subcategory for Closing Coordination,True
c22c0467-2d3f-4a5b-8177-177a2c1024bc,Post-Sale Follow-up,09f3a427-17f0-4462-b6b7-ad42c083467b,Subcategory for Post-Sale Follow-up,True
8793171b-bfb2-4c53-9ccf-108c7af39abe,Staging Consultation,44a7a62d-0d08-4fef-9df8-669f9bd2bf78,Subcategory for Staging Consultation,True
5f58aba7-d76c-478b-8d64-28e635296cd9,Staging Quote Request,44a7a62d-0d08-4fef-9df8-669f9bd2bf78,Subcategory for Staging Quote Request,True
12aaa2e4-d2cd-4b76-a5eb-466b74cf654d,Furniture Rental,44a7a62d-0d08-4fef-9df8-669f9bd2bf78,Subcategory for Furniture Rental,True
11dd515c-20ce-48d8-898f-20d730781518,Staging Coordination,44a7a62d-0d08-4fef-9df8-669f9bd2bf78,Subcategory for Staging Coordination,True
868f1953-b786-4706-82d7-6986c34374dc,Destaging Request,44a7a62d-0d08-4fef-9df8-669f9bd2bf78,Subcategory for Destaging Request,True
f23e6435-a8bc-4a69-b263-c5078d806a43,Virtual Staging,44a7a62d-0d08-4fef-9df8-669f9bd2bf78,Subcategory for Virtual Staging,True
3785e73d-45d4-4660-8b79-2bd95d63325d,Staging Photos,44a7a62d-0d08-4fef-9df8-669f9bd2bf78,Subcategory for Staging Photos,True
cb8badb9-1e8a-456a-b790-3a445336ae48,Commercial Listing Setup,ff0f4719-04fa-4e43-b464-e204b8c94476,Subcategory for Commercial Listing Setup,True
8083335d-d696-4d8c-8974-d12a2925d2e2,Property Information Package,ff0f4719-04fa-4e43-b464-e204b8c94476,Subcategory for Property Information Package,True
6e382bd6-c8cc-466a-9a96-fe3c5ffae639,Marketing Package,ff0f4719-04fa-4e43-b464-e204b8c94476,Subcategory for Marketing Package,True
00d84db5-df2f-4535-9b7c-97e83bc521d6,LoopNet Listing,ff0f4719-04fa-4e43-b464-e204b8c94476,Subcategory for LoopNet Listing,True
e8751ee5-29d4-42ef-ac5b-b12e94d30cbe,CoStar Listing,ff0f4719-04fa-4e43-b464-e204b8c94476,Subcategory for CoStar Listing,True
0ec2933c-0809-40e5-b394-06a223e53937,Commercial Photos,ff0f4719-04fa-4e43-b464-e204b8c94476,Subcategory for Commercial Photos,True
08ba040c-e89f-447c-9f11-d90c12ba1e8e,Commercial Video,ff0f4719-04fa-4e43-b464-e204b8c94476,Subcategory for Commercial Video,True
ad301097-ba77-470d-914e-5cc1646a5fd0,Aerial/Drone Photography,ff0f4719-04fa-4e43-b464-e204b8c94476,Subcategory for Aerial/Drone Photography,True
22a91768-27fe-48bc-8aae-73ceb7c4af50,Floor Plan Request,ff0f4719-04fa-4e43-b464-e204b8c94476,Subcategory for Floor Plan Request,True
41887f02-eaef-4b8d-abf7-cbc1a3ba8dd7,Site Plan Request,ff0f4719-04fa-4e43-b464-e204b8c94476,Subcategory for Site Plan Request,True
4a914c2c-0596-4fb4-ae10-ddea94cd41f8,Lease Proposal,68bfb059-dce8-4049-856c-683fcd1357b3,Subcategory for Lease Proposal,True
e7298e5b-a47f-4c07-8d02-ab53c76ad252,LOI Preparation,68bfb059-dce8-4049-856c-683fcd1357b3,Subcategory for LOI Preparation,True
629db50d-8e65-417d-ab9a-f9701b81ac2f,Lease Abstract,68bfb059-dce8-4049-856c-683fcd1357b3,Subcategory for Lease Abstract,True
5805dc59-a691-4e31-b349-284f04798f21,Rent Roll Analysis,68bfb059-dce8-4049-856c-683fcd1357b3,Subcategory for Rent Roll Analysis,True
aedc5630-2d2b-4c5e-a6ba-e770b5908ff7,Tenant Improvement,68bfb059-dce8-4049-856c-683fcd1357b3,Subcategory for Tenant Improvement,True
0d1e34c4-590a-4622-9d57-367cc19d7482,Lease Renewal,68bfb059-dce8-4049-856c-683fcd1357b3,Subcategory for Lease Renewal,True
43ed6eb2-a253-44ee-a4e9-b2e96a6c901d,Lease Amendment,68bfb059-dce8-4049-856c-683fcd1357b3,Subcategory for Lease Amendment,True
abd7fab6-5c96-4a21-9c42-b0ccff94c123,Tenant Coordination,68bfb059-dce8-4049-856c-683fcd1357b3,Subcategory for Tenant Coordination,True
fb5c3c7d-e71a-4eaf-968e-c751b04b0126,Move-In Coordination,68bfb059-dce8-4049-856c-683fcd1357b3,Subcategory for Move-In Coordination,True
833d8aaf-59fc-47de-9815-2d87758e425e,Move-Out Coordination,68bfb059-dce8-4049-856c-683fcd1357b3,Subcategory for Move-Out Coordination,True
9fa23bfc-8355-46df-88ad-a6f1874f08bf,Property Condition Report,8e089669-a974-4026-b10c-eb83cf8599ad,Subcategory for Property Condition Report,True
4b74b681-5f07-46d2-98dd-0414643be75f,Environmental Assessment,8e089669-a974-4026-b10c-eb83cf8599ad,Subcategory for Environmental Assessment,True
97de3802-34f4-4484-97e0-9f8d0f234c9a,Survey Request,8e089669-a974-4026-b10c-eb83cf8599ad,Subcategory for Survey Request,True
f1f4b3f6-4d6f-437f-8dfb-c5c9c0cd7a5e,Title Review,8e089669-a974-4026-b10c-eb83cf8599ad,Subcategory for Title Review,True
ed7aec24-3230-4064-9f0b-909799d83b2f,Zoning Analysis,8e089669-a974-4026-b10c-eb83cf8599ad,Subcategory for Zoning Analysis,True
ae0f1609-3d18-4f6d-935b-6099cf9380a1,Financial Underwriting,8e089669-a974-4026-b10c-eb83cf8599ad,Subcategory for Financial Underwriting,True
faef73af-0ca3-43e1-bd4b-880b277eeb01,Rent Comp Analysis,8e089669-a974-4026-b10c-eb83cf8599ad,Subcategory for Rent Comp Analysis,True
0935717b-8092-4239-9bd6-2c3059d38325,Market Study,8e089669-a974-4026-b10c-eb83cf8599ad,Subcategory for Market Study,True
71487578-bdf1-4ebf-a54f-83c8ddb19583,Investment Memo,8e089669-a974-4026-b10c-eb83cf8599ad,Subcategory for Investment Memo,True
2a58ef3d-f3ce-4346-a6bf-381366d0f474,Lead Assignment,bf282860-85d8-4eea-8157-b113af55c286,Subcategory for Lead Assignment,True
5374348c-3736-4f83-9a6a-ad885b598091,Lead Routing Setup,bf282860-85d8-4eea-8157-b113af55c286,Subcategory for Lead Routing Setup,True
ffd42636-32fa-4f92-a064-292ae7fe6ade,Pipeline Report,bf282860-85d8-4eea-8157-b113af55c286,Subcategory for Pipeline Report,True
c527ac4f-dc50-4603-9e2a-be6ba9a0f13d,Sales Forecast,bf282860-85d8-4eea-8157-b113af55c286,Subcategory for Sales Forecast,True
2cf252c9-cc0a-4a32-b57f-e3844271afc8,Commission Calculation,bf282860-85d8-4eea-8157-b113af55c286,Subcategory for Commission Calculation,True
7889ca20-e264-4356-be8c-03b033796e90,Territory Update,bf282860-85d8-4eea-8157-b113af55c286,Subcategory for Territory Update,True
8bdf1591-1c52-4835-9e8e-3d7bd393d457,Sales Tool Access,bf282860-85d8-4eea-8157-b113af55c286,Subcategory for Sales Tool Access,True
d50e6d1e-6f3d-4264-ae79-76dce022df1c,CRM Training Request,bf282860-85d8-4eea-8157-b113af55c286,Subcategory for CRM Training Request,True
7e958558-fa69-40e6-a94c-c99837b88ce7,Sales Collateral,bf282860-85d8-4eea-8157-b113af55c286,Subcategory for Sales Collateral,True
41c78c3e-ed47-4228-92f1-662b9c535e3b,Competitive Analysis,bf282860-85d8-4eea-8157-b113af55c286,Subcategory for Competitive Analysis,True
9f3c6d26-d435-46b0-8ee6-6cb2bf495805,CRM Data Entry,bb657677-ef36-4c93-89a2-01b5c4f454c1,Subcategory for CRM Data Entry,True
13876710-82f6-4857-817e-748827a991f1,Contact Import,bb657677-ef36-4c93-89a2-01b5c4f454c1,Subcategory for Contact Import,True
1cc354fd-2da2-4aab-817b-8a0dd7ac2f67,Contact Merge/Dedupe,bb657677-ef36-4c93-89a2-01b5c4f454c1,Subcategory for Contact Merge/Dedupe,True
81e08d48-af99-443b-9089-d9a046bf523e,Automation Setup,bb657677-ef36-4c93-89a2-01b5c4f454c1,Subcategory for Automation Setup,True
c9b9a179-605f-48ca-b9c4-125b2d162eb0,Workflow Creation,bb657677-ef36-4c93-89a2-01b5c4f454c1,Subcategory for Workflow Creation,True
9ada7a66-cede-4314-991b-ac41621bcbb9,Drip Campaign Setup,bb657677-ef36-4c93-89a2-01b5c4f454c1,Subcategory for Drip Campaign Setup,True
492c250a-5018-4996-b456-93798b8ce77c,Task Automation,bb657677-ef36-4c93-89a2-01b5c4f454c1,Subcategory for Task Automation,True
c6b029c9-9cb0-4dd6-9388-5b2c72edc2da,Notification Setup,bb657677-ef36-4c93-89a2-01b5c4f454c1,Subcategory for Notification Setup,True
fcfb26ea-c6ff-4ed9-959d-501007facfae,Integration Request,bb657677-ef36-4c93-89a2-01b5c4f454c1,Subcategory for Integration Request,True
e42d4933-ca0a-4239-99a1-62be22020712,CRM Bug Report,bb657677-ef36-4c93-89a2-01b5c4f454c1,Subcategory for CRM Bug Report,True
e1a0ecf0-5291-46b6-8c9d-e30fc25dbfd8,Lead Source Setup,39233e10-329c-43da-b2a1-cf660f434afc,Subcategory for Lead Source Setup,True
f2fb11a2-7e94-42ba-9b5a-e5d04a8333cc,Landing Page Request,39233e10-329c-43da-b2a1-cf660f434afc,Subcategory for Landing Page Request,True
8e5a7007-8638-487c-9680-860ee23b7358,Lead Magnet Creation,39233e10-329c-43da-b2a1-cf660f434afc,Subcategory for Lead Magnet Creation,True
